"id","","","RIL_1","RIL_103","RIL_104","RIL_113","RIL_115","RIL_12","RIL_123","RIL_124","RIL_131","RIL_136","RIL_143","RIL_146","RIL_147","RIL_15","RIL_150","RIL_154","RIL_155","RIL_16","RIL_164","RIL_166","RIL_171","RIL_174","RIL_175","RIL_176","RIL_182","RIL_183","RIL_184","RIL_187","RIL_190","RIL_193","RIL_198","RIL_199","RIL_2","RIL_201","RIL_204","RIL_205","RIL_206","RIL_207","RIL_208","RIL_21","RIL_211","RIL_212","RIL_213","RIL_215","RIL_222","RIL_223","RIL_225","RIL_228","RIL_229","RIL_23","RIL_232","RIL_234","RIL_235","RIL_240","RIL_242","RIL_243","RIL_248","RIL_25","RIL_250","RIL_251","RIL_253","RIL_255","RIL_256","RIL_259","RIL_264","RIL_265","RIL_267","RIL_268","RIL_270","RIL_277","RIL_281","RIL_282","RIL_284","RIL_285","RIL_288","RIL_289","RIL_290","RIL_294","RIL_30","RIL_300","RIL_301","RIL_303","RIL_308","RIL_31","RIL_311","RIL_318","RIL_325","RIL_329","RIL_332","RIL_337","RIL_339","RIL_340","RIL_341","RIL_344","RIL_346","RIL_347","RIL_353","RIL_354","RIL_355","RIL_357","RIL_359","RIL_36","RIL_360","RIL_363","RIL_373","RIL_376","RIL_380","RIL_39","RIL_42","RIL_46","RIL_53","RIL_60","RIL_63","RIL_65","RIL_66","RIL_69","RIL_7","RIL_70","RIL_73","RIL_76","RIL_80","RIL_89","RIL_9","RIL_93"
"A02x14992949","A02",14.992949,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA"
"A02x15281478","A02",15.281478,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","BB","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA"
"A02x16849251","A02",16.849251,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA"
"A02x18495757","A02",18.495757,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA"
"A02x19072264","A02",19.072264,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA"
"A02x19364088","A02",19.364088,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA"
"A02x19548615","A02",19.548615,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x19733144","A02",19.733144,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x20144303","A02",20.144303,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x20311794","A02",20.311794,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x20420496","A02",20.420496,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x20560232","A02",20.560232,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","BB","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x21152172","A02",21.152172,"BB","AA","BB","BB","BB","BB","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","BB","BB","BB","AA","BB","BB","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","AA","AA","BB","BB","BB","BB","BB",NA,"AA","AA","AA","AA","AA","BB","BB","AA","AA","BB","AA","BB","BB","BB","BB","BB","BB","BB","BB","BB","AA","BB","BB","BB","AA","BB","BB","BB","AA","BB","BB","BB","AA","BB","BB","AA","BB","BB","AA","AA","BB","BB","BB","AA","BB","AA","AA","BB","AA","BB","BB","AA","BB","BB","BB","AA","BB","AA","AA","AA","BB","BB","BB","AA","AA","BB","BB"
"A02x21859552","A02",21.859552,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","AA","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x21996109","A02",21.996109,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","AA","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x22120337","A02",22.120337,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","AA","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x22160253","A02",22.160253,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","AA","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x22262726","A02",22.262726,"BB","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","AA","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB"
"A02x22613501","A02",22.613501,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","AA","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","BB"
"A02x22788955","A02",22.788955,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","AA","AA","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","BB"
"A02x22935096","A02",22.935096,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","AA","AA","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","BB"
"A02x22962888","A02",22.962888,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","BB"
"A02x23054939","A02",23.054939,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","AA","BB","AA","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","BB"
"A02x23148526","A02",23.148526,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","BB"
"A02x23266029","A02",23.266029,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","BB"
"A02x23304571","A02",23.304571,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","BB"
"A02x23348001","A02",23.348001,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","BB","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","BB"
"A02x23373611","A02",23.373611,"AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","BB","BB","BB","BB","AA","AA","AA","AA","BB","BB","AA","AA","AA","AA","AA","AA","AA","AA","BB","AA","BB","AA","AA","AA","AA","AA","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","BB","AA","BB","AA","AA","BB","AA","BB","AA","BB","AA","AA","BB","BB","AA","BB","BB","BB","BB","AA","BB","BB","AA","BB","AA","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","BB","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","AA","AA","BB","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","AA","BB","BB","BB"
"A02x23474406","A02",23.474406,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","BB","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","AA","AA","AA","AA","BB"
"A02x23508352","A02",23.508352,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","AA","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","BB","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","BB"
"A02x23625802","A02",23.625802,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","BB","AA","BB","BB","BB","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","BB","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","BB"
"A02x23649305","A02",23.649305,"BB","BB","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","BB","AA","BB","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","BB","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","BB"
"A02x23711520","A02",23.71152,"BB","BB","AA","BB","BB","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","AA","BB","BB","BB","AA","AA","AA","BB","BB","BB","BB","AA","BB","AA","BB","AA","BB","AA","BB","BB","AA","BB","BB","AA","AA","AA","AA","AA","BB","BB","AA","BB","AA","BB","AA","AA","BB","BB","BB","AA","BB","AA","BB","BB","BB","AA","AA","AA","AA","BB","AA","AA","BB","BB","BB","AA","AA","BB","AA","BB","BB","BB","AA","BB","AA","BB","AA","AA","BB","AA","AA","BB","BB","AA","AA","BB","AA","AA","AA","AA","BB","BB","AA","BB","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","AA","AA","BB","AA","AA","AA","BB","AA","AA","AA","BB"
